City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
237,Bahia Blanca,AR,2021-06-14 02:04:55,-38.7196,-62.2724,53.96,67,91,6.26
238,Narbonne,FR,2021-06-14 02:04:56,43.0833,2.8333,73.63,49,0,4.63
239,Freeport,US,2021-06-14 02:04:56,40.6576,-73.5832,69.39,81,90,3.0
240,Fukue,JP,2021-06-14 02:04:57,32.6881,128.8419,72.48,79,100,5.64
241,Tuatapere,NZ,2021-06-14 02:04:57,-46.1333,167.6833,49.82,90,100,1.95
242,Severo-Yeniseyskiy,RU,2021-06-14 02:04:58,60.3725,93.0408,49.78,50,3,8.34
243,Rotherham,GB,2021-06-14 02:02:11,53.4301,-1.3568,66.79,84,0,7.61
244,Khandyga,RU,2021-06-14 02:04:58,62.6667,135.6,51.04,85,100,2.8
245,Pedernales,DO,2021-06-14 02:04:59,18.0384,-71.744,80.46,74,16,5.41
246,Haines Junction,CA,2021-06-14 02:04:59,60.7522,-137.5108,60.19,52,99,8.61
247,Conway,US,2021-06-14 02:03:40,35.0887,-92.4421,83.37,72,1,0.0
248,Seoul,KR,2021-06-14 02:00:48,37.5683,126.9778,81.79,50,100,1.74
249,Russell,US,2021-06-14 02:05:00,32.3502,-85.1999,82.0,89,1,0.0
250,Saint-Pierre,RE,2021-06-14 02:00:07,-21.3393,55.4781,71.24,71,0,6.91
251,Huarmey,PE,2021-06-14 02:05:00,-10.0681,-78.1522,65.93,86,1,8.12
252,Yenagoa,NG,2021-06-14 02:05:01,4.9247,6.2642,75.96,91,89,3.87
253,Tema,GH,2021-06-14 02:05:01,5.667,-0.0166,80.06,81,70,7.36
254,Mar Del Plata,AR,2021-06-14 02:05:02,-38.0023,-57.5575,62.1,80,72,3.0
255,Westport,US,2021-06-14 02:01:04,41.1415,-73.3579,68.65,78,85,1.01
256,Victoria,HK,2021-06-14 02:05:04,22.2855,114.1577,90.97,76,100,1.01
257,Buldana,IN,2021-06-14 02:05:05,20.5333,76.1833,77.56,78,99,16.15
258,Litovko,RU,2021-06-14 02:05:05,49.2361,135.1742,64.87,67,13,5.84
259,San Jose,US,2021-06-14 02:04:40,37.3394,-121.895,78.76,53,20,1.99
260,Lagunas,PE,2021-06-14 02:05:06,-5.2269,-75.6753,74.16,85,93,1.28
261,Kruisfontein,ZA,2021-06-14 02:05:06,-34.0033,24.7314,50.88,79,90,9.13
262,Dongsheng,CN,2021-06-14 02:05:07,39.8161,109.9776,76.77,28,100,19.04
263,Sept-Iles,CA,2021-06-14 02:03:49,50.2001,-66.3821,51.06,66,4,0.27
264,Kampene,CD,2021-06-14 02:05:07,-3.6,26.6667,70.38,64,78,1.88
265,Woodward,US,2021-06-14 02:05:08,36.4337,-99.3904,84.92,55,40,5.75
266,Dingle,PH,2021-06-14 02:05:08,10.9995,122.6711,85.89,69,84,1.36
267,Vanavara,RU,2021-06-14 02:05:09,60.34,102.2797,41.85,96,100,11.92
268,Save,BJ,2021-06-14 02:05:09,8.0425,2.486,75.31,87,25,3.87
269,Kieta,PG,2021-06-14 02:05:09,-6.2167,155.6333,84.38,73,7,6.26
270,Ponta Do Sol,PT,2021-06-14 02:05:10,32.6667,-17.1,70.43,78,87,5.48
271,Vysokogornyy,RU,2021-06-14 02:05:10,50.1167,139.15,51.57,84,100,2.71
272,Saldanha,ZA,2021-06-14 02:05:11,-33.0117,17.9442,53.92,86,82,6.04
273,Paita,PE,2021-06-14 02:05:11,-5.0892,-81.1144,68.4,83,31,10.16
274,Birao,CF,2021-06-14 02:05:12,10.2849,22.7882,76.91,66,100,8.19
275,Hirara,JP,2021-06-14 02:05:12,24.8,125.2833,82.42,82,100,14.74
276,Sayla,IN,2021-06-14 02:05:13,22.55,71.4667,85.39,63,9,14.63
277,Arawa,PG,2021-06-14 02:05:13,-6.2132,155.5367,85.59,72,7,4.16
278,Port Elizabeth,ZA,2021-06-14 02:05:02,-33.918,25.5701,53.1,85,56,12.12
279,Berlevag,NO,2021-06-14 02:05:14,70.8578,29.0864,44.51,78,23,24.36
280,Ferrol,ES,2021-06-14 02:05:14,43.4832,-8.2369,68.25,86,89,4.41
281,Disna,BY,2021-06-14 02:05:15,55.568,28.1971,53.1,94,87,9.37
282,Ulladulla,AU,2021-06-14 02:05:15,-35.35,150.4667,64.87,58,65,3.36
283,Muravlenko,RU,2021-06-14 02:05:16,63.7898,74.523,69.4,48,100,12.73
284,College,US,2021-06-14 02:05:16,64.8569,-147.8028,74.86,48,75,8.05
285,Pierre,US,2021-06-14 02:05:17,44.3683,-100.351,85.12,37,75,12.66
286,Barrie,CA,2021-06-14 02:02:11,44.4001,-79.6663,62.49,80,5,5.3
287,Mirabad,AF,2021-06-14 02:05:17,30.4362,61.8383,88.63,14,0,7.78
288,Taltal,CL,2021-06-14 02:05:18,-25.4,-70.4833,58.53,82,49,2.33
289,Bucerias,MX,2021-06-14 02:05:18,20.75,-105.3333,77.99,94,90,4.61
290,Matay,EG,2021-06-14 02:05:19,28.419,30.7792,72.39,54,0,12.68
291,Visnes,NO,2021-06-14 02:05:19,59.3556,5.2242,57.81,94,90,12.66
292,Tiznit,MA,2021-06-14 02:05:20,29.5833,-9.5,62.38,80,64,2.06
293,Semey,KZ,2021-06-14 02:05:20,50.4111,80.2275,64.62,59,0,6.71
294,Sao Joao Da Barra,BR,2021-06-14 02:05:21,-21.6403,-41.0511,66.61,74,97,9.28
